train_no,station_order,station_id,station_name,arrival_time,departure_time,train_type
G1656,1,1027,衢州,NULL,18:27,高速动车
G1656,2,1028,金华,18:48,18:50,高速动车
G1656,3,1023,杭州东,19:40,19:44,高速动车
G1656,4,1020,嘉兴南,20:07,20:09,高速动车
G1656,5,1003,上海虹桥,20:38,NULL,高速动车
D5468,1,1008,启东,NULL,18:21,动车组
D5468,2,1006,南通,19:07,19:10,动车组
D5468,3,1003,上海虹桥,20:43,NULL,动车组
D2284,1,1026,温州南,NULL,16:24,动车组
D2284,2,1021,宁波,18:22,18:29,动车组
D2284,3,1023,杭州东,19:35,19:39,动车组
D2284,4,1020,嘉兴南,20:12,20:14,动车组
D2284,5,1003,上海虹桥,20:44,NULL,动车组
G7314,1,1045,黄山北,NULL,17:28,高速动车
G7314,2,1023,杭州东,19:24,19:27,高速动车
G7314,3,1020,嘉兴南,19:50,19:55,高速动车
G7314,4,1003,上海虹桥,20:30,20:44,高速动车
G7314,5,1015,苏州,21:17,21:19,高速动车
G7314,6,1009,常州,21:50,21:52,高速动车
G7314,7,1004,南京,22:44,NULL,高速动车
G578,1,1031,合肥南,NULL,18:14,高速动车
G578,2,1005,南京南,19:02,19:09,高速动车
G578,3,1010,常州北,19:48,19:50,高速动车
G578,4,1016,苏州北,20:13,20:15,高速动车
G578,5,1003,上海虹桥,20:45,NULL,高速动车
G7383,1,1003,上海虹桥,NULL,20:45,高速动车
G7383,2,1020,嘉兴南,21:19,21:21,高速动车
G7383,3,1023,杭州东,21:58,22:00,高速动车
G7383,4,1028,金华,22:57,22:59,高速动车
G7383,5,1027,衢州,23:20,NULL,高速动车
D3206,1,1026,温州南,NULL,16:37,动车组
D3206,2,1021,宁波,18:29,18:35,动车组
D3206,3,1023,杭州东,19:45,19:51,动车组
D3206,4,1020,嘉兴南,20:16,20:19,动车组
D3206,5,1003,上海虹桥,20:51,NULL,动车组
G7279,1,1039,蚌埠南,NULL,17:54,高速动车
G7279,2,1005,南京南,19:10,19:14,高速动车
G7279,3,1010,常州北,19:53,19:55,高速动车
G7279,4,1016,苏州北,20:18,20:20,高速动车
G7279,5,1003,上海虹桥,20:51,NULL,高速动车
G1335,1,1027,衢州,NULL,18:32,高速动车
G1335,2,1028,金华,18:53,18:55,高速动车
G1335,3,1023,杭州东,19:53,19:56,高速动车
G1335,4,1003,上海虹桥,20:56,NULL,高速动车
G1202,1,1012,徐州东,NULL,18:01,高速动车
G1202,2,1039,蚌埠南,18:38,18:40,高速动车
G1202,3,1005,南京南,19:21,19:24,高速动车
G1202,4,1010,常州北,20:03,20:05,高速动车
G1202,5,1016,苏州北,20:34,20:36,高速动车
G1202,6,1003,上海虹桥,21:00,NULL,高速动车
D3066,1,1031,合肥南,NULL,16:39,动车组
D3066,2,1007,南通西,19:35,19:37,动车组
D3066,3,1003,上海虹桥,21:01,NULL,动车组
G228,1,1012,徐州东,NULL,17:56,高速动车
G228,2,1039,蚌埠南,18:33,18:35,高速动车
G228,3,1005,南京南,19:16,19:19,高速动车
G228,4,1010,常州北,19:58,20:00,高速动车
G228,5,1016,苏州北,20:29,20:31,高速动车
G228,6,1003,上海虹桥,21:04,NULL,高速动车
G7555,1,1003,上海虹桥,NULL,21:05,高速动车
G7555,2,1020,嘉兴南,21:43,21:48,高速动车
G7555,3,1023,杭州东,22:18,NULL,高速动车
D5466,1,1003,上海虹桥,NULL,21:08,动车组
D5466,2,1006,南通,22:41,22:43,动车组
D5466,3,1008,启东,23:31,NULL,动车组
G7366,1,1027,衢州,NULL,18:59,高速动车
G7366,2,1028,金华,19:20,19:22,高速动车
G7366,3,1023,杭州东,20:12,20:15,高速动车
G7366,4,1020,嘉兴南,20:39,20:41,高速动车
G7366,5,1003,上海虹桥,21:10,NULL,高速动车
G7553,1,1003,上海虹桥,NULL,21:11,高速动车
G7553,2,1020,嘉兴南,21:38,21:40,高速动车
G7553,3,1023,杭州东,22:03,NULL,高速动车
G7768,1,1012,徐州东,NULL,17:24,高速动车
G7768,2,1039,蚌埠南,18:07,18:24,高速动车
G7768,3,1005,南京南,19:25,19:29,高速动车
G7768,4,1010,常州北,20:08,20:10,高速动车
G7768,5,1016,苏州北,20:39,20:41,高速动车
G7768,6,1003,上海虹桥,21:12,NULL,高速动车
G1502,1,1028,金华,NULL,19:04,高速动车
G1502,2,1023,杭州东,20:05,20:10,高速动车
G1502,3,1020,嘉兴南,20:33,20:36,高速动车
G1502,4,1003,上海虹桥,21:15,NULL,高速动车
G8317,1,1017,连云港,NULL,17:21,高速动车
G8317,2,1014,盐城,18:53,18:55,高速动车
G8317,3,1007,南通西,19:48,19:50,高速动车
G8317,4,1003,上海虹桥,21:15,NULL,高速动车
D706,1,1003,上海虹桥,NULL,21:18,动车组
D706,2,1004,南京,23:50,NULL,动车组
G7397,1,1005,南京南,NULL,18:23,高速动车
G7397,2,1022,杭州,19:58,20:25,高速动车
G7397,3,1020,嘉兴南,20:54,20:56,高速动车
G7397,4,1003,上海虹桥,21:24,NULL,高速动车
D2282,1,1026,温州南,NULL,16:50,动车组
D2282,2,1021,宁波,18:41,18:46,动车组
D2282,3,1023,杭州东,19:58,20:01,动车组
D2282,4,1003,上海虹桥,21:20,21:25,动车组
D2282,5,1015,苏州,21:53,21:55,动车组
D2282,6,1009,常州,22:27,22:29,动车组
D2282,7,1004,南京,23:12,NULL,动车组
G1972,1,1012,徐州东,NULL,18:28,高速动车
G1972,2,1039,蚌埠南,19:05,19:13,高速动车
G1972,3,1005,南京南,19:54,19:56,高速动车
G1972,4,1010,常州北,20:35,20:37,高速动车
G1972,5,1016,苏州北,21:00,21:02,高速动车
G1972,6,1003,上海虹桥,21:26,NULL,高速动车
G7338,1,1026,温州南,NULL,17:57,高速动车
G7338,2,1019,丽水,18:37,18:39,高速动车
G7338,3,1029,金华南,19:25,19:27,高速动车
G7338,4,1023,杭州东,20:22,20:25,高速动车
G7338,5,1020,嘉兴南,20:58,21:01,高速动车
G7338,6,1003,上海虹桥,21:28,NULL,高速动车
G7355,1,1003,上海虹桥,NULL,21:30,高速动车
G7355,2,1020,嘉兴南,21:57,21:59,高速动车
G7355,3,1022,杭州,22:28,NULL,高速动车
G13,1,1005,南京南,NULL,20:24,高速动车
G13,2,1016,苏州北,21:09,21:11,高速动车
G13,3,1003,上海虹桥,21:36,NULL,高速动车
G1954,1,1043,阜阳西,NULL,17:46,高速动车
G1954,2,1030,合肥,18:42,18:50,高速动车
G1954,3,1005,南京南,19:41,19:48,高速动车
G1954,4,1016,苏州北,20:52,20:54,高速动车
G1954,5,1003,上海虹桥,21:17,21:40,高速动车
G1954,6,1020,嘉兴南,22:14,NULL,高速动车
G7125,1,1004,南京,NULL,19:48,高速动车
G7125,2,1009,常州,20:40,20:42,高速动车
G7125,3,1015,苏州,21:13,21:15,高速动车
G7125,4,1003,上海虹桥,21:41,NULL,高速动车
G1328,1,1027,衢州,NULL,19:07,高速动车
G1328,2,1028,金华,19:29,19:35,高速动车
G1328,3,1023,杭州东,20:27,20:36,高速动车
G1328,4,1020,嘉兴南,21:11,21:13,高速动车
G1328,5,1003,上海虹桥,21:42,NULL,高速动车
G7350,1,1026,温州南,NULL,18:14,高速动车
G7350,2,1019,丽水,18:50,18:52,高速动车
G7350,3,1029,金华南,19:37,19:39,高速动车
G7350,4,1023,杭州东,20:32,20:43,高速动车
G7350,5,1003,上海虹桥,21:38,21:42,高速动车
G7350,6,1015,苏州,22:07,22:09,高速动车
G7350,7,1009,常州,22:40,22:42,高速动车
G7350,8,1005,南京南,23:28,NULL,高速动车
G1938,1,1012,徐州东,NULL,18:54,高速动车
G1938,2,1005,南京南,20:08,20:11,高速动车
G1938,3,1010,常州北,20:44,20:52,高速动车
G1938,4,1016,苏州北,21:21,21:23,高速动车
G1938,5,1003,上海虹桥,21:46,NULL,高速动车
D3202,1,1026,温州南,NULL,17:11,动车组
D3202,2,1021,宁波,19:02,19:06,动车组
D3202,3,1023,杭州东,20:17,20:20,动车组
D3202,4,1020,嘉兴南,21:03,21:08,动车组
D3202,5,1003,上海虹桥,21:47,NULL,动车组
D782,1,1022,杭州,NULL,19:49,动车组
D782,2,1003,上海虹桥,21:34,21:47,动车组
D782,3,1015,苏州,22:29,22:32,动车组
D782,4,1009,常州,23:15,23:17,动车组
D782,5,1004,南京,00:29,00:38,动车组
D782,6,1011,徐州,03:33,03:53,动车组
D782,7,1017,连云港,06:25,NULL,动车组
D3024,1,1031,合肥南,NULL,18:21,动车组
D3024,2,1005,南京南,19:17,19:21,动车组
D3024,3,1009,常州,20:24,20:28,动车组
D3024,4,1015,苏州,21:03,21:05,动车组
D3024,5,1003,上海虹桥,21:51,NULL,动车组
G1302,1,1028,金华,NULL,19:52,高速动车
G1302,2,1023,杭州东,20:49,20:55,高速动车
G1302,3,1020,嘉兴南,21:19,21:21,高速动车
G1302,4,1003,上海虹桥,21:52,21:54,高速动车
G1302,5,1007,南通西,23:04,23:06,高速动车
G1302,6,1006,南通,23:20,NULL,高速动车
G1374,1,1028,金华,NULL,20:00,高速动车
G1374,2,1023,杭州东,20:53,21:00,高速动车
G1374,3,1020,嘉兴南,21:23,21:26,高速动车
G1374,4,1003,上海虹桥,21:55,NULL,高速动车
G7445,1,1043,阜阳西,NULL,18:05,高速动车
G7445,2,1036,淮南南,18:38,18:40,高速动车
G7445,3,1030,合肥,19:18,19:22,高速动车
G7445,4,1005,南京南,20:13,20:15,高速动车
G7445,5,1016,苏州北,21:30,21:32,高速动车
G7445,6,1003,上海虹桥,21:55,NULL,高速动车
G155,1,1012,徐州东,NULL,18:50,高速动车
G155,2,1005,南京南,20:04,20:07,高速动车
G155,3,1010,常州北,20:39,20:41,高速动车
G155,4,1016,苏州北,21:14,21:16,高速动车
G155,5,1003,上海虹桥,21:41,21:58,高速动车
G155,6,1020,嘉兴南,22:27,NULL,高速动车
D3147,1,1026,温州南,NULL,17:40,动车组
D3147,2,1021,宁波,19:31,19:38,动车组
D3147,3,1023,杭州东,20:43,20:50,动车组
D3147,4,1020,嘉兴南,21:28,21:31,动车组
D3147,5,1003,上海虹桥,22:00,NULL,动车组
G7340,1,1026,温州南,NULL,18:34,高速动车
G7340,2,1019,丽水,19:14,19:16,高速动车
G7340,3,1029,金华南,20:02,20:04,高速动车
G7340,4,1023,杭州东,20:58,21:05,高速动车
G7340,5,1020,嘉兴南,21:35,21:37,高速动车
G7340,6,1003,上海虹桥,22:04,NULL,高速动车
D3062,1,1031,合肥南,NULL,18:37,动车组
D3062,2,1005,南京南,19:25,19:28,动车组
D3062,3,1009,常州,20:32,20:34,动车组
D3062,4,1015,苏州,21:29,21:33,动车组
D3062,5,1003,上海虹桥,22:01,22:05,动车组
D3062,6,1020,嘉兴南,22:35,NULL,动车组
G53,1,1012,徐州东,NULL,19:04,高速动车
G53,2,1039,蚌埠南,19:42,19:48,高速动车
G53,3,1005,南京南,20:36,20:41,高速动车
G53,4,1010,常州北,21:13,21:16,高速动车
G53,5,1016,苏州北,21:39,21:41,高速动车
G53,6,1003,上海虹桥,22:05,NULL,高速动车
D3092,1,1031,合肥南,NULL,17:30,动车组
D3092,2,1007,南通西,20:36,20:39,动车组
D3092,3,1003,上海虹桥,22:08,NULL,动车组
D2286,1,1026,温州南,NULL,17:49,动车组
D2286,2,1021,宁波,19:50,19:54,动车组
D2286,3,1023,杭州东,21:03,21:08,动车组
D2286,4,1020,嘉兴南,21:40,21:42,动车组
D2286,5,1003,上海虹桥,22:12,NULL,动车组
D638,1,1031,合肥南,NULL,18:47,动车组
D638,2,1005,南京南,19:51,19:56,动车组
D638,3,1009,常州,21:01,21:03,动车组
D638,4,1015,苏州,21:35,21:38,动车组
D638,5,1003,上海虹桥,22:13,NULL,动车组
G1234,1,1012,徐州东,NULL,19:30,高速动车
G1234,2,1005,南京南,20:46,20:48,高速动车
G1234,3,1010,常州北,21:20,21:22,高速动车
G1234,4,1016,苏州北,21:44,21:46,高速动车
G1234,5,1003,上海虹桥,22:16,NULL,高速动车
G1394,1,1027,衢州,NULL,19:55,高速动车
G1394,2,1028,金华,20:16,20:23,高速动车
G1394,3,1023,杭州东,21:16,21:20,高速动车
G1394,4,1020,嘉兴南,21:44,21:47,高速动车
G1394,5,1003,上海虹桥,22:16,NULL,高速动车
D354,1,1031,合肥南,NULL,19:10,动车组
D354,2,1005,南京南,19:59,20:08,动车组
D354,3,1009,常州,21:08,21:10,动车组
D354,4,1015,苏州,21:43,21:45,动车组
D354,5,1003,上海虹桥,22:19,NULL,动车组
G2191,1,1027,衢州,NULL,20:07,高速动车
G2191,2,1028,金华,20:28,20:30,高速动车
G2191,3,1023,杭州东,21:21,21:25,高速动车
G2191,4,1020,嘉兴南,21:49,21:52,高速动车
G2191,5,1003,上海虹桥,22:20,NULL,高速动车
G458,1,1012,徐州东,NULL,19:24,高速动车
G458,2,1005,南京南,20:50,20:53,高速动车
G458,3,1010,常州北,21:25,21:27,高速动车
G458,4,1016,苏州北,21:49,21:51,高速动车
G458,5,1003,上海虹桥,22:21,NULL,高速动车
G1976,1,1012,徐州东,NULL,19:20,高速动车
G1976,2,1039,蚌埠南,20:04,20:13,高速动车
G1976,3,1005,南京南,20:55,20:57,高速动车
G1976,4,1016,苏州北,22:00,22:02,高速动车
G1976,5,1003,上海虹桥,22:25,NULL,高速动车
D3108,1,1026,温州南,NULL,18:21,动车组
D3108,2,1021,宁波,20:07,20:10,动车组
D3108,3,1023,杭州东,21:26,21:30,动车组
D3108,4,1020,嘉兴南,21:54,21:57,动车组
D3108,5,1003,上海虹桥,22:27,NULL,动车组
G3178,1,1043,阜阳西,NULL,18:10,高速动车
G3178,2,1036,淮南南,18:53,18:55,高速动车
G3178,3,1030,合肥,19:29,19:34,高速动车
G3178,4,1005,南京南,20:25,20:28,高速动车
G3178,5,1009,常州,21:19,21:21,高速动车
G3178,6,1015,苏州,21:52,21:54,高速动车
G3178,7,1003,上海虹桥,22:27,NULL,高速动车
G1230,1,1012,徐州东,NULL,19:45,高速动车
G1230,2,1039,蚌埠南,20:23,20:25,高速动车
G1230,3,1005,南京南,21:07,21:09,高速动车
G1230,4,1016,苏州北,22:05,22:07,高速动车
G1230,5,1003,上海虹桥,22:30,NULL,高速动车
G7528,1,1026,温州南,NULL,18:32,高速动车
G7528,2,1021,宁波,20:30,20:32,高速动车
G7528,3,1023,杭州东,21:32,21:35,高速动车
G7528,4,1020,嘉兴南,21:59,22:02,高速动车
G7528,5,1003,上海虹桥,22:32,NULL,高速动车
G169,1,1012,徐州东,NULL,19:56,高速动车
G169,2,1005,南京南,21:11,21:13,高速动车
G169,3,1016,苏州北,22:10,22:12,高速动车
G169,4,1003,上海虹桥,22:35,NULL,高速动车
D2288,1,1026,温州南,NULL,18:26,动车组
D2288,2,1021,宁波,20:18,20:25,动车组
D2288,3,1023,杭州东,21:39,21:41,动车组
D2288,4,1003,上海虹桥,22:36,NULL,动车组
G9233,1,1017,连云港,NULL,19:05,高速动车
G9233,2,1009,常州,21:29,21:31,高速动车
G9233,3,1015,苏州,22:02,22:04,高速动车
G9233,4,1003,上海虹桥,22:36,NULL,高速动车
G3232,1,1031,合肥南,NULL,19:58,高速动车
G3232,2,1005,南京南,20:46,20:49,高速动车
G3232,3,1009,常州,21:34,21:36,高速动车
G3232,4,1015,苏州,22:07,22:09,高速动车
G3232,5,1003,上海虹桥,22:41,NULL,高速动车
G3182,1,1043,阜阳西,NULL,18:35,高速动车
G3182,2,1036,淮南南,19:15,19:17,高速动车
G3182,3,1030,合肥,19:45,19:49,高速动车
G3182,4,1005,南京南,20:51,21:02,高速动车
G3182,5,1016,苏州北,22:15,22:20,高速动车
G3182,6,1003,上海虹桥,22:43,NULL,高速动车
G1640,1,1027,衢州,NULL,20:15,高速动车
G1640,2,1028,金华,20:37,20:40,高速动车
G1640,3,1023,杭州东,21:48,21:50,高速动车
G1640,4,1020,嘉兴南,22:13,22:15,高速动车
G1640,5,1003,上海虹桥,22:44,NULL,高速动车
G1658,1,1027,衢州,NULL,20:31,高速动车
G1658,2,1028,金华,20:52,20:57,高速动车
G1658,3,1023,杭州东,21:52,21:55,高速动车
G1658,4,1020,嘉兴南,22:18,22:20,高速动车
G1658,5,1003,上海虹桥,22:48,NULL,高速动车
G1256,1,1012,徐州东,NULL,20:05,高速动车
G1256,2,1005,南京南,21:26,21:28,高速动车
G1256,3,1016,苏州北,22:28,22:30,高速动车
G1256,4,1003,上海虹桥,22:54,NULL,高速动车
G2366,1,1027,衢州,NULL,20:42,高速动车
G2366,2,1028,金华,21:03,21:06,高速动车
G2366,3,1023,杭州东,21:57,22:00,高速动车
G2366,4,1020,嘉兴南,22:23,22:28,高速动车
G2366,5,1003,上海虹桥,22:55,NULL,高速动车
G1376,1,1027,衢州,NULL,20:47,高速动车
G1376,2,1028,金华,21:09,21:11,高速动车
G1376,3,1023,杭州东,22:02,22:05,高速动车
G1376,4,1003,上海虹桥,22:59,NULL,高速动车
G1339,1,1028,金华,NULL,21:16,高速动车
G1339,2,1023,杭州东,22:07,22:10,高速动车
G1339,3,1003,上海虹桥,23:03,NULL,高速动车
G151,1,1012,徐州东,NULL,20:00,高速动车
G151,2,1039,蚌埠南,20:37,20:42,高速动车
G151,3,1005,南京南,21:36,21:40,高速动车
G151,4,1010,常州北,22:13,22:15,高速动车
G151,5,1016,苏州北,22:37,22:39,高速动车
G151,6,1003,上海虹桥,23:03,NULL,高速动车
G7462,1,1026,温州南,NULL,19:49,高速动车
G7462,2,1019,丽水,20:29,20:31,高速动车
G7462,3,1029,金华南,21:17,21:19,高速动车
G7462,4,1023,杭州东,22:12,22:22,高速动车
G7462,5,1003,上海虹桥,23:07,NULL,高速动车
G7163,1,1043,阜阳西,NULL,19:01,高速动车
G7163,2,1030,合肥,20:09,20:11,高速动车
G7163,3,1005,南京南,21:02,21:04,高速动车
G7163,4,1009,常州,22:02,22:04,高速动车
G7163,5,1015,苏州,22:35,22:37,高速动车
G7163,6,1003,上海虹桥,23:09,NULL,高速动车
G153,1,1012,徐州东,NULL,20:10,高速动车
G153,2,1039,蚌埠南,20:47,20:55,高速动车
G153,3,1005,南京南,21:43,21:45,高速动车
G153,4,1010,常州北,22:17,22:23,高速动车
G153,5,1003,上海虹桥,23:11,NULL,高速动车
G1306,1,1027,衢州,NULL,21:03,高速动车
G1306,2,1028,金华,21:24,21:26,高速动车
G1306,3,1023,杭州东,22:17,22:27,高速动车
G1306,4,1003,上海虹桥,23:12,NULL,高速动车
D2208,1,1031,合肥南,NULL,19:15,动车组
D2208,2,1007,南通西,22:06,22:08,动车组
D2208,3,1003,上海虹桥,23:14,NULL,动车组
G17,1,1005,南京南,NULL,22:15,高速动车
G17,2,1003,上海虹桥,23:18,NULL,高速动车
G7536,1,1026,温州南,NULL,19:22,高速动车
G7536,2,1021,宁波,21:23,21:27,高速动车
G7536,3,1023,杭州东,22:23,22:32,高速动车
G7536,4,1003,上海虹桥,23:18,NULL,高速动车
G1942,1,1012,徐州东,NULL,20:16,高速动车
G1942,2,1005,南京南,21:52,21:55,高速动车
G1942,3,1010,常州北,22:27,22:29,高速动车
G1942,4,1003,上海虹桥,23:23,NULL,高速动车
G1660,1,1028,金华,NULL,21:31,高速动车
G1660,2,1023,杭州东,22:30,22:39,高速动车
G1660,3,1003,上海虹桥,23:26,NULL,高速动车
G157,1,1012,徐州东,NULL,20:50,高速动车
G157,2,1005,南京南,22:04,22:07,高速动车
G157,3,1010,常州北,22:38,22:45,高速动车
G157,4,1016,苏州北,23:07,23:09,高速动车
G157,5,1003,上海虹桥,23:33,NULL,高速动车
G1788,1,1031,合肥南,NULL,21:01,高速动车
G1788,2,1005,南京南,21:49,22:00,高速动车
G1788,3,1010,常州北,22:50,23:01,高速动车
G1788,4,1016,苏州北,23:23,23:25,高速动车
G1788,5,1003,上海虹桥,23:49,NULL,高速动车
K212,1,1021,宁波,NULL,15:05,快速
K212,2,1022,杭州,18:11,18:31,快速
K212,3,1028,金华,21:05,21:13,快速
K212,4,1027,衢州,22:11,NULL,快速
K1669,1,1028,金华,NULL,03:13,快速
K1669,2,1025,温州,07:48,NULL,快速
K1585,1,1028,金华,NULL,03:52,快速
K1585,2,1029,金华南,04:05,04:13,快速
K1585,3,1025,温州,08:40,NULL,快速
K326,1,1027,衢州,NULL,03:26,快速
K326,2,1028,金华,04:22,04:44,快速
K326,3,1019,丽水,07:30,07:32,快速
K326,4,1025,温州,10:00,NULL,快速
K942,1,1027,衢州,NULL,09:14,快速
K942,2,1028,金华,10:10,10:25,快速
K942,3,1029,金华南,10:38,10:57,快速
K942,4,1019,丽水,13:18,13:22,快速
K942,5,1025,温州,15:28,NULL,快速
G1672,1,1027,衢州,NULL,09:18,高速动车
G1672,2,1028,金华,09:39,09:41,高速动车
G1672,3,1023,杭州东,10:33,10:37,高速动车
G1672,4,1005,南京南,12:07,NULL,高速动车
G302,1,1045,黄山北,NULL,09:37,高速动车
G302,2,1041,铜陵北,10:25,10:27,高速动车
G302,3,1031,合肥南,11:18,11:22,高速动车
G302,4,1039,蚌埠南,12:19,12:21,高速动车
G302,5,1012,徐州东,12:57,NULL,高速动车
K210,1,1027,衢州,NULL,10:19,快速
K210,2,1028,金华,11:17,11:24,快速
K210,3,1022,杭州,13:37,14:07,快速
K210,4,1021,宁波,16:45,NULL,快速
G1460,1,1028,金华,NULL,09:53,高速动车
G1460,2,1029,金华南,10:04,10:06,高速动车
G1460,3,1019,丽水,10:41,10:43,高速动车
G1460,4,1026,温州南,11:31,NULL,高速动车
G1274,1,1045,黄山北,NULL,09:46,高速动车
G1274,2,1041,铜陵北,10:34,10:36,高速动车
G1274,3,1031,合肥南,11:13,11:15,高速动车
G1274,4,1012,徐州东,12:38,NULL,高速动车
G1492,1,1028,金华,NULL,10:00,高速动车
G1492,2,1023,杭州东,11:02,11:06,高速动车
G1492,3,1005,南京南,12:43,NULL,高速动车
G2185,1,1023,杭州东,NULL,06:45,高速动车
G2185,2,1045,黄山北,08:12,NULL,高速动车
G1421,1,1020,嘉兴南,NULL,06:42,高速动车
G1421,2,1023,杭州东,07:14,07:31,高速动车
G1421,3,1028,金华,08:28,NULL,高速动车
G1403,1,1023,杭州东,NULL,07:53,高速动车
G1403,2,1028,金华,08:50,NULL,高速动车
G1496,1,1027,衢州,NULL,10:37,高速动车
G1496,2,1023,杭州东,12:00,12:07,高速动车
G1496,3,1005,南京南,13:42,NULL,高速动车
Z288,1,1028,金华,NULL,12:05,直达特快
Z288,2,1021,宁波,15:31,NULL,直达特快
G1416,1,1021,宁波,NULL,07:03,高速动车
G1416,2,1024,杭州南,07:56,08:19,高速动车
G1416,3,1028,金华,09:05,09:07,高速动车
G1416,4,1027,衢州,09:28,NULL,高速动车
G1456,1,1027,衢州,NULL,10:55,高速动车
G1456,2,1028,金华,11:16,11:18,高速动车
G1456,3,1023,杭州东,12:10,NULL,高速动车
G3184,1,1045,黄山北,NULL,11:26,高速动车
G3184,2,1041,铜陵北,12:26,12:29,高速动车
G3184,3,1031,合肥南,13:13,13:21,高速动车
G3184,4,1036,淮南南,14:00,14:02,高速动车
G3184,5,1043,阜阳西,14:42,NULL,高速动车
G1667,1,1005,南京南,NULL,06:57,高速动车
G1667,2,1023,杭州东,08:35,08:38,高速动车
G1667,3,1028,金华,09:35,09:37,高速动车
G1667,4,1027,衢州,09:58,NULL,高速动车
G2035,1,1027,衢州,NULL,11:24,高速动车
G2035,2,1028,金华,11:45,11:47,高速动车
G2035,3,1029,金华南,11:57,11:59,高速动车
G2035,4,1019,丽水,12:45,12:47,高速动车
G2035,5,1026,温州南,13:31,NULL,高速动车
G322,1,1045,黄山北,NULL,11:49,高速动车
G322,2,1041,铜陵北,12:44,12:46,高速动车
G322,3,1031,合肥南,13:35,13:43,高速动车
G322,4,1039,蚌埠南,14:33,14:39,高速动车
G322,5,1012,徐州东,15:25,NULL,高速动车
G1611,1,1031,合肥南,NULL,08:18,高速动车
G1611,2,1041,铜陵北,09:01,09:03,高速动车
G1611,3,1045,黄山北,10:06,NULL,高速动车
G1505,1,1005,南京南,NULL,07:27,高速动车
G1505,2,1023,杭州东,09:10,09:19,高速动车
G1505,3,1028,金华,10:10,10:12,高速动车
G1505,4,1027,衢州,10:33,NULL,高速动车
G242,1,1045,黄山北,NULL,12:03,高速动车
G242,2,1041,铜陵北,13:10,13:12,高速动车
G242,3,1031,合肥南,13:56,14:03,高速动车
G242,4,1035,淮南东,14:41,14:43,高速动车
G242,5,1039,蚌埠南,15:00,15:04,高速动车
G242,6,1012,徐州东,15:42,NULL,高速动车
G1669,1,1012,徐州东,NULL,06:58,高速动车
G1669,2,1039,蚌埠南,07:41,07:43,高速动车
G1669,3,1031,合肥南,08:40,08:46,高速动车
G1669,4,1045,黄山北,10:28,NULL,高速动车
G28,1,1045,黄山北,NULL,12:09,高速动车
G28,2,1031,合肥南,13:29,NULL,高速动车
G1379,1,1005,南京南,NULL,07:36,高速动车
G1379,2,1023,杭州东,09:28,09:30,高速动车
G1379,3,1028,金华,10:35,NULL,高速动车
G330,1,1045,黄山北,NULL,12:33,高速动车
G330,2,1041,铜陵北,13:28,13:30,高速动车
G330,3,1031,合肥南,14:21,14:27,高速动车
G330,4,1035,淮南东,15:06,15:08,高速动车
G330,5,1039,蚌埠南,15:25,15:27,高速动车
G330,6,1012,徐州东,16:18,NULL,高速动车
G2318,1,1028,金华,NULL,12:32,高速动车
G2318,2,1029,金华南,12:43,12:45,高速动车
G2318,3,1019,丽水,13:30,13:32,高速动车
G2318,4,1026,温州南,14:08,NULL,高速动车
G1661,1,1039,蚌埠南,NULL,07:29,高速动车
G1661,2,1005,南京南,08:24,08:30,高速动车
G1661,3,1023,杭州东,09:52,09:54,高速动车
G1661,4,1028,金华,10:46,10:48,高速动车
G1661,5,1027,衢州,11:09,NULL,高速动车
G1619,1,1043,阜阳西,NULL,07:41,高速动车
G1619,2,1036,淮南南,08:21,08:23,高速动车
G1619,3,1031,合肥南,09:01,09:06,高速动车
G1619,4,1041,铜陵北,09:56,09:58,高速动车
G1619,5,1045,黄山北,10:54,NULL,高速动车
G1984,1,1026,温州南,NULL,09:36,高速动车
G1984,2,1019,丽水,10:10,10:12,高速动车
G1984,3,1029,金华南,11:05,11:07,高速动车
G1984,4,1028,金华,11:20,NULL,高速动车
G1601,1,1043,阜阳西,NULL,07:57,高速动车
G1601,2,1036,淮南南,08:41,08:43,高速动车
G1601,3,1031,合肥南,09:21,09:25,高速动车
G1601,4,1041,铜陵北,10:15,10:17,高速动车
G1601,5,1045,黄山北,11:22,NULL,高速动车
G1676,1,1028,金华,NULL,13:20,高速动车
G1676,2,1023,杭州东,14:11,14:14,高速动车
G1676,3,1005,南京南,15:49,NULL,高速动车
G2343,1,1021,宁波,NULL,07:28,高速动车
G2343,2,1026,温州南,09:32,09:47,高速动车
G2343,3,1019,丽水,10:27,10:29,高速动车
G2343,4,1029,金华南,11:17,11:19,高速动车
G2343,5,1028,金华,11:30,NULL,高速动车
G324,1,1045,黄山北,NULL,13:26,高速动车
G324,2,1041,铜陵北,14:21,14:23,高速动车
G324,3,1031,合肥南,15:07,15:14,高速动车
G324,4,1035,淮南东,15:52,15:54,高速动车
G324,5,1039,蚌埠南,16:11,16:13,高速动车
G324,6,1012,徐州东,17:01,NULL,高速动车
G1665,1,1012,徐州东,NULL,07:20,高速动车
G1665,2,1039,蚌埠南,08:03,08:05,高速动车
G1665,3,1005,南京南,08:54,09:02,高速动车
G1665,4,1023,杭州东,10:52,10:57,高速动车
G1665,5,1028,金华,11:48,NULL,高速动车
G1434,1,1028,金华,NULL,13:39,高速动车
G1434,2,1024,杭州南,14:24,14:46,高速动车
G1434,3,1021,宁波,15:48,NULL,高速动车
G1603,1,1005,南京南,NULL,08:40,高速动车
