train_no,station_order,station_id,arrival_time,departure_time
G7391,2,1022,19:39,19:55
G7391,3,1005,21:43,NULL
G2662,1,1003,NULL,18:19
G2662,2,1016,18:42,18:44
G2662,3,1010,19:07,19:09
G2662,4,1005,19:42,19:47
G2662,5,1012,21:26,NULL
G1322,1,1027,NULL,16:03
G1322,2,1028,16:25,16:29
G1322,3,1023,17:14,17:16
G1322,4,1003,18:22,NULL
G7788,1,1003,NULL,18:24
G7788,2,1016,18:47,18:49
G7788,3,1010,19:18,19:21
G7788,4,1005,19:55,20:00
G7788,5,1030,20:51,20:55
G7788,6,1036,21:24,21:26
G7788,7,1043,22:02,NULL
G7119,1,1004,NULL,16:30
G7119,2,1015,17:46,17:48
G7119,3,1003,18:26,NULL
G7156,1,1003,NULL,18:26
G7156,2,1015,18:58,19:00
G7156,3,1009,19:44,19:46
G7156,4,1005,20:58,21:03
G7156,5,1031,21:51,NULL
G1395,1,1003,NULL,18:28
G1395,2,1020,18:55,18:58
G1395,3,1023,19:28,19:33
G1395,4,1028,20:25,NULL
G3,1,1005,NULL,17:25
G3,2,1003,18:28,NULL
G7792,1,1026,NULL,14:02
G7792,2,1021,15:53,15:56
G7792,3,1024,16:46,16:54
G7792,4,1023,17:04,17:06
G7792,5,1003,18:13,18:29
G7792,6,1016,18:58,19:00
G7792,7,1010,19:29,19:35
G7792,8,1005,20:16,20:21
G7792,9,1039,21:14,21:18
G7792,10,1012,21:59,NULL
G7520,1,1021,NULL,16:15
G7520,2,1023,17:22,17:25
G7520,3,1020,17:56,17:58
G7520,4,1003,18:32,18:34
G7520,5,1015,19:06,19:08
G7520,6,1009,19:39,19:41
G7520,7,1005,20:40,NULL
G7339,1,1003,NULL,18:35
G7339,2,1020,19:09,19:11
G7339,3,1023,19:35,19:40
G7339,4,1019,21:09,21:11
G7339,5,1026,21:53,NULL
D3293,1,1026,NULL,14:16
D3293,2,1021,16:03,16:09
D3293,3,1023,17:09,17:11
D3293,4,1020,17:41,17:43
D3293,5,1003,18:37,NULL
C3718,1,1003,NULL,18:40
C3718,2,1006,19:56,NULL
G133,1,1039,NULL,16:27
G133,2,1005,17:09,17:13
G133,3,1016,18:02,18:09
G133,4,1003,18:40,NULL
G1689,1,1003,NULL,18:41
G1689,2,1020,19:25,19:27
G1689,3,1023,19:50,19:53
G1689,4,1028,20:43,NULL
G1764,1,1003,NULL,18:41
G1764,2,1016,19:11,19:20
G1764,3,1010,19:49,19:57
G1764,4,1005,20:37,20:39
G1764,5,1030,21:33,21:37
G1764,6,1036,22:04,22:06
G1764,7,1043,22:40,NULL
G600,1,1031,NULL,16:44
G600,2,1005,17:33,17:35
G600,3,1003,18:44,NULL
D3126,1,1026,NULL,14:28
D3126,2,1021,16:14,16:21
D3126,3,1023,17:18,17:30
D3126,4,1020,18:01,18:03
D3126,5,1003,18:42,18:48
D3126,6,1007,20:04,NULL
G7343,1,1003,NULL,18:48
G7343,2,1020,19:15,19:17
G7343,3,1023,19:40,19:49
G7343,4,1019,21:30,21:32
G7343,5,1026,22:14,NULL
G7590,1,1021,NULL,16:44
G7590,2,1023,17:48,17:50
G7590,3,1003,18:46,18:52
G7590,4,1016,19:26,19:28
G7590,5,1010,20:02,20:04
G7590,6,1005,20:43,20:45
G7590,7,1039,21:33,21:36
G7590,8,1012,22:21,NULL
G1226,1,1012,NULL,15:39
G1226,2,1005,16:58,17:00
G1226,3,1010,17:49,17:55
G1226,4,1016,18:17,18:24
G1226,5,1003,18:49,18:53
G1226,6,1020,19:20,19:22
G1226,7,1023,19:46,20:00
G1226,8,1029,21:02,21:04
G1226,9,1019,21:56,21:58
G1226,10,1026,22:39,NULL
G7310,1,1045,NULL,15:59
G7310,2,1023,17:37,17:40
G7310,3,1020,18:11,18:13
G7310,4,1003,18:53,NULL
G1821,1,1012,NULL,15:56
G1821,2,1039,16:33,16:35
G1821,3,1005,17:17,17:19
G1821,4,1010,18:01,18:06
G1821,5,1016,18:29,18:31
G1821,6,1003,18:54,NULL
C3796,1,1003,NULL,18:57
C3796,2,1007,20:13,NULL
G7121,1,1004,NULL,17:05
G7121,2,1009,17:57,17:59
G7121,3,1015,18:30,18:32
G7121,4,1003,18:57,NULL
G135,1,1039,NULL,16:49
G135,2,1005,17:37,17:41
G135,3,1003,18:59,NULL
G22,1,1003,NULL,19:00
G22,2,1005,20:00,NULL
G7535,1,1003,NULL,19:01
G7535,2,1020,19:30,19:32
G7535,3,1023,19:55,20:05
G7535,4,1021,20:58,21:00
G7535,5,1026,22:39,NULL
C3732,1,1006,NULL,17:31
C3732,2,1003,19:03,NULL
G1362,1,1027,NULL,16:51
G1362,2,1028,17:12,17:14
G1362,3,1023,18:05,18:08
G1362,4,1020,18:33,18:37
G1362,5,1003,19:04,NULL
G7122,1,1003,NULL,19:04
G7122,2,1015,19:36,19:38
G7122,3,1009,20:09,20:11
G7122,4,1005,21:03,NULL
G1510,1,1045,NULL,16:31
G1510,2,1023,17:57,18:03
G1510,3,1020,18:29,18:32
G1510,4,1003,19:00,19:05
G1510,5,1016,19:35,19:41
G1510,6,1010,20:10,20:12
G1510,7,1005,20:52,NULL
D3323,1,1003,NULL,19:06
D3323,2,1020,19:35,19:37
D3323,3,1023,20:02,20:10
D3323,4,1045,21:55,NULL
G1828,1,1012,NULL,16:08
G1828,2,1005,17:41,17:45
G1828,3,1003,19:09,NULL
G7312,1,1045,NULL,16:25
G7312,2,1023,18:11,18:13
G7312,3,1020,18:38,18:42
G7312,4,1003,19:09,NULL
G7381,1,1003,NULL,19:11
G7381,2,1020,19:40,19:42
G7381,3,1023,20:06,20:21
G7381,4,1028,21:18,21:28
G7381,5,1027,21:50,NULL
G7561,1,1003,NULL,19:16
G7561,2,1020,19:45,19:47
G7561,3,1023,20:10,20:15
G7561,4,1021,21:08,21:11
G7561,5,1026,22:49,NULL
G137,1,1012,NULL,16:36
G137,2,1005,17:50,17:55
G137,3,1010,18:28,18:30
G137,4,1016,18:52,18:54
G137,5,1003,19:18,NULL
G2195,1,1027,NULL,16:59
G2195,2,1028,17:20,17:22
G2195,3,1023,18:16,18:18
G2195,4,1020,18:42,18:48
G2195,5,1003,19:18,NULL
G368,1,1003,NULL,19:18
G368,2,1005,20:26,20:28
G368,3,1012,21:44,NULL
D2214,1,1031,NULL,16:05
D2214,2,1005,16:54,17:02
D2214,3,1009,18:07,18:09
D2214,4,1015,18:45,18:47
D2214,5,1003,19:20,NULL
G1868,1,1012,NULL,16:26
G1868,2,1005,17:46,17:50
G1868,3,1010,18:22,18:24
G1868,4,1016,18:47,18:49
G1868,5,1003,19:13,19:21
G1868,6,1020,19:50,19:52
G1868,7,1023,20:26,20:49
G1868,8,1021,21:37,NULL
G7584,1,1021,NULL,16:53
G7584,2,1023,17:53,17:55
G7584,3,1020,18:25,18:27
G7584,4,1003,19:14,19:22
G7584,5,1015,19:54,19:56
G7584,6,1009,20:27,20:29
G7584,7,1004,21:21,NULL
G100,1,1028,NULL,17:49
G100,2,1023,18:36,18:39
G100,3,1003,19:27,NULL
G11,1,1005,NULL,18:23
G11,2,1003,19:28,NULL
G1378,1,1027,NULL,17:19
G1378,2,1023,18:26,18:28
G1378,3,1020,18:52,18:54
G1378,4,1003,19:22,19:28
G1378,5,1016,19:51,19:53
G1378,6,1010,20:22,20:24
G1378,7,1005,21:04,NULL
G7557,1,1003,NULL,19:28
G7557,2,1020,19:55,20:00
G7557,3,1023,20:32,20:34
G7557,4,1021,21:32,NULL
G7550,1,1026,NULL,14:45
G7550,2,1021,17:06,17:09
G7550,3,1023,18:20,18:23
G7550,4,1020,18:56,19:02
G7550,5,1003,19:31,NULL
G1774,1,1031,NULL,17:05
G1774,2,1005,17:53,17:59
G1774,3,1016,18:56,19:10
G1774,4,1003,19:33,NULL
G7494,1,1032,NULL,15:10
G7494,2,1040,15:51,15:53
G7494,3,1037,16:30,16:32
G7494,4,1005,17:10,17:19
G7494,5,1009,18:12,18:14
G7494,6,1015,18:51,18:53
G7494,7,1003,19:29,19:33
G7494,8,1023,20:21,20:39
G7494,9,1028,21:36,21:38
G7494,10,1027,21:59,NULL
C3736,1,1006,NULL,18:02
C3736,2,1003,19:34,NULL
G7124,1,1003,NULL,19:34
G7124,2,1015,20:06,20:08
G7124,3,1009,20:40,20:42
G7124,4,1004,21:27,NULL
G1926,1,1012,NULL,16:31
G1926,2,1039,17:17,17:19
G1926,3,1005,18:00,18:03
G1926,4,1010,18:46,18:53
G1926,5,1003,19:40,NULL
G7551,1,1003,NULL,19:41
G7551,2,1020,20:08,20:10
G7551,3,1023,20:41,NULL
G1388,1,1027,NULL,17:31
G1388,2,1028,17:52,17:54
G1388,3,1023,18:47,18:49
G1388,4,1020,19:12,19:14
G1388,5,1003,19:42,NULL
C3722,1,1003,NULL,19:46
C3722,2,1006,21:19,NULL
G1372,1,1028,NULL,18:06
G1372,2,1023,18:57,18:59
G1372,3,1003,19:46,NULL
G7190,1,1003,NULL,19:50
G7190,2,1016,20:13,20:15
G7190,3,1010,20:44,20:46
G7190,4,1005,21:17,21:21
G7190,5,1039,22:03,22:05
G7190,6,1012,22:43,NULL
G7432,1,1026,NULL,15:40
G7432,2,1021,17:32,17:42
G7432,3,1023,18:43,18:54
G7432,4,1020,19:17,19:22
G7432,5,1003,19:51,19:53
G7432,6,1015,20:36,20:38
G7432,7,1009,21:09,21:11
G7432,8,1005,22:10,22:14
G7432,9,1031,23:02,NULL
G7522,1,1021,NULL,17:24
G7522,2,1023,18:31,18:33
G7522,3,1020,19:07,19:09
G7522,4,1003,19:54,NULL
D941,1,1003,NULL,19:55
D941,2,1023,20:52,20:54
D941,3,1021,21:45,NULL
G1251,1,1012,NULL,16:20
G1251,2,1039,17:07,17:13
G1251,3,1005,18:14,18:17
G1251,4,1010,18:59,19:01
G1251,5,1003,19:55,NULL
D378,1,1026,NULL,15:51
D378,2,1021,17:37,17:47
D378,3,1023,19:01,19:04
D378,4,1020,19:28,19:30
D378,5,1003,19:59,NULL
D931,1,1003,NULL,20:00
D931,2,1023,20:58,21:00
D931,3,1021,21:59,NULL
G7633,1,1033,NULL,17:28
G7633,2,1022,18:39,19:02
G7633,3,1020,19:32,19:35
G7633,4,1003,20:03,NULL
D935,1,1003,NULL,20:05
D935,2,1023,21:03,21:05
D935,3,1021,22:04,NULL
D918,1,1006,NULL,18:20
D918,2,1003,20:04,20:09
D918,3,1023,21:08,21:10
D918,4,1021,22:09,NULL
G141,1,1012,NULL,17:03
G141,2,1039,17:40,17:49
G141,3,1005,18:38,18:40
G141,4,1010,19:19,19:21
G141,5,1016,19:43,19:45
G141,6,1003,20:09,NULL
G1726,1,1031,NULL,18:03
G1726,2,1005,18:54,18:56
G1726,3,1016,19:47,19:49
G1726,4,1003,20:13,NULL
G7596,1,1026,NULL,16:13
G7596,2,1021,18:05,18:09
G7596,3,1023,19:09,19:12
G7596,4,1003,20:07,20:13
G7596,5,1016,20:36,20:38
G7596,6,1010,21:07,21:09
G7596,7,1005,21:42,21:45
G7596,8,1031,22:33,NULL
G3166,1,1043,NULL,15:58
G3166,2,1036,16:38,16:40
G3166,3,1030,17:07,17:12
G3166,4,1005,18:05,18:08
G3166,5,1009,19:06,19:08
G3166,6,1015,19:39,19:42
G3166,7,1003,20:15,NULL
G1212,1,1012,NULL,17:20
G1212,2,1039,17:58,18:00
G1212,3,1005,18:42,18:44
G1212,4,1010,19:23,19:30
G1212,5,1016,19:52,19:54
G1212,6,1003,20:18,NULL
G7527,1,1003,NULL,20:20
G7527,2,1023,21:20,21:24
G7527,3,1021,22:21,NULL
G8315,1,1017,NULL,16:15
G8315,2,1014,17:47,17:49
G8315,3,1007,18:56,18:58
G8315,4,1003,20:20,NULL
G7524,1,1021,NULL,18:14
G7524,2,1023,19:14,19:17
G7524,3,1003,20:19,NULL
G215,1,1012,NULL,17:29
G215,2,1005,18:56,19:01
G215,3,1010,19:33,19:35
G215,4,1003,20:23,NULL
G1654,1,1027,NULL,18:08
G1654,2,1028,18:30,18:32
G1654,3,1023,19:30,19:32
G1654,4,1003,20:25,NULL
C3730,1,1003,NULL,20:33
C3730,2,1006,22:05,NULL
G145,1,1012,NULL,17:39
G145,2,1005,19:00,19:05
G145,3,1010,19:43,19:45
G145,4,1016,20:08,20:10
G145,5,1003,20:33,NULL
D3133,1,1026,NULL,16:00
D3133,2,1021,17:52,17:58
D3133,3,1023,19:20,19:22
D3133,4,1020,20:00,20:04
D3133,5,1003,20:34,NULL
G7529,1,1003,NULL,20:35
G7529,2,1020,21:13,21:17
G7529,3,1023,21:40,21:48
G7529,4,1021,22:55,NULL
G1656,1,1027,NULL,18:27
G1656,2,1028,18:48,18:50
G1656,3,1023,19:40,19:44
G1656,4,1020,20:07,20:09
G1656,5,1003,20:38,NULL
D5468,1,1008,NULL,18:21
D5468,2,1006,19:07,19:10
D5468,3,1003,20:43,NULL
D2284,1,1026,NULL,16:24
D2284,2,1021,18:22,18:29
D2284,3,1023,19:35,19:39
D2284,4,1020,20:12,20:14
D2284,5,1003,20:44,NULL
G7314,1,1045,NULL,17:28
G7314,2,1023,19:24,19:27
G7314,3,1020,19:50,19:55
G7314,4,1003,20:30,20:44
G7314,5,1015,21:17,21:19
G7314,6,1009,21:50,21:52
G7314,7,1004,22:44,NULL
G578,1,1031,NULL,18:14
G578,2,1005,19:02,19:09
G578,3,1010,19:48,19:50
G578,4,1016,20:13,20:15
G578,5,1003,20:45,NULL
G7383,1,1003,NULL,20:45
G7383,2,1020,21:19,21:21
G7383,3,1023,21:58,22:00
G7383,4,1028,22:57,22:59
G7383,5,1027,23:20,NULL
D3206,1,1026,NULL,16:37
D3206,2,1021,18:29,18:35
D3206,3,1023,19:45,19:51
D3206,4,1020,20:16,20:19
D3206,5,1003,20:51,NULL
G7279,1,1039,NULL,17:54
G7279,2,1005,19:10,19:14
G7279,3,1010,19:53,19:55
G7279,4,1016,20:18,20:20
G7279,5,1003,20:51,NULL
G1335,1,1027,NULL,18:32
G1335,2,1028,18:53,18:55
G1335,3,1023,19:53,19:56
G1335,4,1003,20:56,NULL
G1202,1,1012,NULL,18:01
G1202,2,1039,18:38,18:40
G1202,3,1005,19:21,19:24
G1202,4,1010,20:03,20:05
G1202,5,1016,20:34,20:36
G1202,6,1003,21:00,NULL
D3066,1,1031,NULL,16:39
D3066,2,1007,19:35,19:37
D3066,3,1003,21:01,NULL
G228,1,1012,NULL,17:56
G228,2,1039,18:33,18:35
G228,3,1005,19:16,19:19
G228,4,1010,19:58,20:00
G228,5,1016,20:29,20:31
G228,6,1003,21:04,NULL
G7555,1,1003,NULL,21:05
G7555,2,1020,21:43,21:48
G7555,3,1023,22:18,NULL
D5466,1,1003,NULL,21:08
D5466,2,1006,22:41,22:43
D5466,3,1008,23:31,NULL
G7366,1,1027,NULL,18:59
G7366,2,1028,19:20,19:22
G7366,3,1023,20:12,20:15
G7366,4,1020,20:39,20:41
G7366,5,1003,21:10,NULL
G7553,1,1003,NULL,21:11
G7553,2,1020,21:38,21:40
G7553,3,1023,22:03,NULL
G7768,1,1012,NULL,17:24
G7768,2,1039,18:07,18:24
G7768,3,1005,19:25,19:29
G7768,4,1010,20:08,20:10
G7768,5,1016,20:39,20:41
G7768,6,1003,21:12,NULL
G1502,1,1028,NULL,19:04
G1502,2,1023,20:05,20:10
G1502,3,1020,20:33,20:36
G1502,4,1003,21:15,NULL
G8317,1,1017,NULL,17:21
G8317,2,1014,18:53,18:55
G8317,3,1007,19:48,19:50
G8317,4,1003,21:15,NULL
D706,1,1003,NULL,21:18
D706,2,1004,23:50,NULL
G7397,1,1005,NULL,18:23
G7397,2,1022,19:58,20:25
G7397,3,1020,20:54,20:56
G7397,4,1003,21:24,NULL
D2282,1,1026,NULL,16:50
D2282,2,1021,18:41,18:46
D2282,3,1023,19:58,20:01
D2282,4,1003,21:20,21:25
D2282,5,1015,21:53,21:55
D2282,6,1009,22:27,22:29
D2282,7,1004,23:12,NULL
G1972,1,1012,NULL,18:28
G1972,2,1039,19:05,19:13
G1972,3,1005,19:54,19:56
G1972,4,1010,20:35,20:37
G1972,5,1016,21:00,21:02
G1972,6,1003,21:26,NULL
G7338,1,1026,NULL,17:57
G7338,2,1019,18:37,18:39
G7338,3,1029,19:25,19:27
G7338,4,1023,20:22,20:25
G7338,5,1020,20:58,21:01
G7338,6,1003,21:28,NULL
G7355,1,1003,NULL,21:30
G7355,2,1020,21:57,21:59
G7355,3,1022,22:28,NULL
G13,1,1005,NULL,20:24
G13,2,1016,21:09,21:11
G13,3,1003,21:36,NULL
G1954,1,1043,NULL,17:46
G1954,2,1030,18:42,18:50
G1954,3,1005,19:41,19:48
G1954,4,1016,20:52,20:54
G1954,5,1003,21:17,21:40
G1954,6,1020,22:14,NULL
G7125,1,1004,NULL,19:48
G7125,2,1009,20:40,20:42
G7125,3,1015,21:13,21:15
G7125,4,1003,21:41,NULL
G1328,1,1027,NULL,19:07
G1328,2,1028,19:29,19:35
G1328,3,1023,20:27,20:36
G1328,4,1020,21:11,21:13
G1328,5,1003,21:42,NULL
G7350,1,1026,NULL,18:14
G7350,2,1019,18:50,18:52
G7350,3,1029,19:37,19:39
G7350,4,1023,20:32,20:43
G7350,5,1003,21:38,21:42
G7350,6,1015,22:07,22:09
G7350,7,1009,22:40,22:42
G7350,8,1005,23:28,NULL
G1938,1,1012,NULL,18:54
G1938,2,1005,20:08,20:11
G1938,3,1010,20:44,20:52
G1938,4,1016,21:21,21:23
G1938,5,1003,21:46,NULL
D3202,1,1026,NULL,17:11
D3202,2,1021,19:02,19:06
D3202,3,1023,20:17,20:20
D3202,4,1020,21:03,21:08
D3202,5,1003,21:47,NULL
D782,1,1022,NULL,19:49
D782,2,1003,21:34,21:47
D782,3,1015,22:29,22:32
D782,4,1009,23:15,23:17
D782,5,1004,00:29,00:38
D782,6,1011,03:33,03:53
D782,7,1017,06:25,NULL
D3024,1,1031,NULL,18:21
D3024,2,1005,19:17,19:21
D3024,3,1009,20:24,20:28
D3024,4,1015,21:03,21:05
D3024,5,1003,21:51,NULL
G1302,1,1028,NULL,19:52
G1302,2,1023,20:49,20:55
G1302,3,1020,21:19,21:21
G1302,4,1003,21:52,21:54
G1302,5,1007,23:04,23:06
G1302,6,1006,23:20,NULL
G1374,1,1028,NULL,20:00
G1374,2,1023,20:53,21:00
G1374,3,1020,21:23,21:26
G1374,4,1003,21:55,NULL
G7445,1,1043,NULL,18:05
G7445,2,1036,18:38,18:40
G7445,3,1030,19:18,19:22
G7445,4,1005,20:13,20:15
G7445,5,1016,21:30,21:32
G7445,6,1003,21:55,NULL
G155,1,1012,NULL,18:50
G155,2,1005,20:04,20:07
G155,3,1010,20:39,20:41
G155,4,1016,21:14,21:16
G155,5,1003,21:41,21:58
G155,6,1020,22:27,NULL
D3147,1,1026,NULL,17:40
D3147,2,1021,19:31,19:38
D3147,3,1023,20:43,20:50
D3147,4,1020,21:28,21:31
D3147,5,1003,22:00,NULL
G7340,1,1026,NULL,18:34
G7340,2,1019,19:14,19:16
G7340,3,1029,20:02,20:04
G7340,4,1023,20:58,21:05
G7340,5,1020,21:35,21:37
G7340,6,1003,22:04,NULL
D3062,1,1031,NULL,18:37
D3062,2,1005,19:25,19:28
D3062,3,1009,20:32,20:34
D3062,4,1015,21:29,21:33
D3062,5,1003,22:01,22:05
D3062,6,1020,22:35,NULL
G53,1,1012,NULL,19:04
G53,2,1039,19:42,19:48
G53,3,1005,20:36,20:41
G53,4,1010,21:13,21:16
G53,5,1016,21:39,21:41
G53,6,1003,22:05,NULL
D3092,1,1031,NULL,17:30
D3092,2,1007,20:36,20:39
D3092,3,1003,22:08,NULL
D2286,1,1026,NULL,17:49
D2286,2,1021,19:50,19:54
D2286,3,1023,21:03,21:08
D2286,4,1020,21:40,21:42
D2286,5,1003,22:12,NULL
D638,1,1031,NULL,18:47
D638,2,1005,19:51,19:56
D638,3,1009,21:01,21:03
D638,4,1015,21:35,21:38
D638,5,1003,22:13,NULL
G1234,1,1012,NULL,19:30
G1234,2,1005,20:46,20:48
G1234,3,1010,21:20,21:22
G1234,4,1016,21:44,21:46
G1234,5,1003,22:16,NULL
G1394,1,1027,NULL,19:55
G1394,2,1028,20:16,20:23
G1394,3,1023,21:16,21:20
G1394,4,1020,21:44,21:47
G1394,5,1003,22:16,NULL
D354,1,1031,NULL,19:10
D354,2,1005,19:59,20:08
D354,3,1009,21:08,21:10
D354,4,1015,21:43,21:45
D354,5,1003,22:19,NULL
G2191,1,1027,NULL,20:07
G2191,2,1028,20:28,20:30
G2191,3,1023,21:21,21:25
G2191,4,1020,21:49,21:52
G2191,5,1003,22:20,NULL
G458,1,1012,NULL,19:24
G458,2,1005,20:50,20:53
G458,3,1010,21:25,21:27
G458,4,1016,21:49,21:51
G458,5,1003,22:21,NULL
G1976,1,1012,NULL,19:20
G1976,2,1039,20:04,20:13
G1976,3,1005,20:55,20:57
G1976,4,1016,22:00,22:02
G1976,5,1003,22:25,NULL
D3108,1,1026,NULL,18:21
D3108,2,1021,20:07,20:10
D3108,3,1023,21:26,21:30
D3108,4,1020,21:54,21:57
D3108,5,1003,22:27,NULL
G3178,1,1043,NULL,18:10
G3178,2,1036,18:53,18:55
G3178,3,1030,19:29,19:34
G3178,4,1005,20:25,20:28
G3178,5,1009,21:19,21:21
G3178,6,1015,21:52,21:54
G3178,7,1003,22:27,NULL
G1230,1,1012,NULL,19:45
G1230,2,1039,20:23,20:25
G1230,3,1005,21:07,21:09
G1230,4,1016,22:05,22:07
G1230,5,1003,22:30,NULL
G7528,1,1026,NULL,18:32
G7528,2,1021,20:30,20:32
G7528,3,1023,21:32,21:35
G7528,4,1020,21:59,22:02
G7528,5,1003,22:32,NULL
G169,1,1012,NULL,19:56
G169,2,1005,21:11,21:13
G169,3,1016,22:10,22:12
G169,4,1003,22:35,NULL
D2288,1,1026,NULL,18:26
D2288,2,1021,20:18,20:25
D2288,3,1023,21:39,21:41
D2288,4,1003,22:36,NULL
G9233,1,1017,NULL,19:05
G9233,2,1009,21:29,21:31
G9233,3,1015,22:02,22:04
G9233,4,1003,22:36,NULL
G3232,1,1031,NULL,19:58
G3232,2,1005,20:46,20:49
G3232,3,1009,21:34,21:36
G3232,4,1015,22:07,22:09
G3232,5,1003,22:41,NULL
G3182,1,1043,NULL,18:35
G3182,2,1036,19:15,19:17
G3182,3,1030,19:45,19:49
G3182,4,1005,20:51,21:02
G3182,5,1016,22:15,22:20
G3182,6,1003,22:43,NULL
G1640,1,1027,NULL,20:15
G1640,2,1028,20:37,20:40
G1640,3,1023,21:48,21:50
G1640,4,1020,22:13,22:15
G1640,5,1003,22:44,NULL
G1658,1,1027,NULL,20:31
G1658,2,1028,20:52,20:57
G1658,3,1023,21:52,21:55
G1658,4,1020,22:18,22:20
G1658,5,1003,22:48,NULL
G1256,1,1012,NULL,20:05
G1256,2,1005,21:26,21:28
G1256,3,1016,22:28,22:30
G1256,4,1003,22:54,NULL
G2366,1,1027,NULL,20:42
G2366,2,1028,21:03,21:06
G2366,3,1023,21:57,22:00
G2366,4,1020,22:23,22:28
G2366,5,1003,22:55,NULL
G1376,1,1027,NULL,20:47
G1376,2,1028,21:09,21:11
G1376,3,1023,22:02,22:05
G1376,4,1003,22:59,NULL
G1339,1,1028,NULL,21:16
G1339,2,1023,22:07,22:10
G1339,3,1003,23:03,NULL
G151,1,1012,NULL,20:00
G151,2,1039,20:37,20:42
G151,3,1005,21:36,21:40
G151,4,1010,22:13,22:15
G151,5,1016,22:37,22:39
G151,6,1003,23:03,NULL
G7462,1,1026,NULL,19:49
G7462,2,1019,20:29,20:31
G7462,3,1029,21:17,21:19
G7462,4,1023,22:12,22:22
G7462,5,1003,23:07,NULL
G7163,1,1043,NULL,19:01
G7163,2,1030,20:09,20:11
G7163,3,1005,21:02,21:04
G7163,4,1009,22:02,22:04
G7163,5,1015,22:35,22:37
G7163,6,1003,23:09,NULL
G153,1,1012,NULL,20:10
G153,2,1039,20:47,20:55
G153,3,1005,21:43,21:45
G153,4,1010,22:17,22:23
G153,5,1003,23:11,NULL
G1306,1,1027,NULL,21:03
G1306,2,1028,21:24,21:26
G1306,3,1023,22:17,22:27
G1306,4,1003,23:12,NULL
D2208,1,1031,NULL,19:15
D2208,2,1007,22:06,22:08
D2208,3,1003,23:14,NULL
G17,1,1005,NULL,22:15
G17,2,1003,23:18,NULL
G7536,1,1026,NULL,19:22
G7536,2,1021,21:23,21:27
G7536,3,1023,22:23,22:32
G7536,4,1003,23:18,NULL
G1942,1,1012,NULL,20:16
G1942,2,1005,21:52,21:55
G1942,3,1010,22:27,22:29
G1942,4,1003,23:23,NULL
G1660,1,1028,NULL,21:31
G1660,2,1023,22:30,22:39
G1660,3,1003,23:26,NULL
G157,1,1012,NULL,20:50
G157,2,1005,22:04,22:07
G157,3,1010,22:38,22:45
G157,4,1016,23:07,23:09
G157,5,1003,23:33,NULL
G1788,1,1031,NULL,21:01
G1788,2,1005,21:49,22:00
G1788,3,1010,22:50,23:01
G1788,4,1016,23:23,23:25
G1788,5,1003,23:49,NULL
K212,1,1021,NULL,15:05
K212,2,1022,18:11,18:31
K212,3,1028,21:05,21:13
K212,4,1027,22:11,NULL
K1669,1,1028,NULL,03:13
K1669,2,1025,07:48,NULL
K1585,1,1028,NULL,03:52
K1585,2,1029,04:05,04:13
K1585,3,1025,08:40,NULL
K326,1,1027,NULL,03:26
K326,2,1028,04:22,04:44
K326,3,1019,07:30,07:32
K326,4,1025,10:00,NULL
K942,1,1027,NULL,09:14
K942,2,1028,10:10,10:25
K942,3,1029,10:38,10:57
K942,4,1019,13:18,13:22
K942,5,1025,15:28,NULL
G1672,1,1027,NULL,09:18
G1672,2,1028,09:39,09:41
G1672,3,1023,10:33,10:37
G1672,4,1005,12:07,NULL
G302,1,1045,NULL,09:37
G302,2,1041,10:25,10:27
G302,3,1031,11:18,11:22
G302,4,1039,12:19,12:21
G302,5,1012,12:57,NULL
K210,1,1027,NULL,10:19
K210,2,1028,11:17,11:24
K210,3,1022,13:37,14:07
K210,4,1021,16:45,NULL
G1460,1,1028,NULL,09:53
G1460,2,1029,10:04,10:06
G1460,3,1019,10:41,10:43
G1460,4,1026,11:31,NULL
G1274,1,1045,NULL,09:46
G1274,2,1041,10:34,10:36
G1274,3,1031,11:13,11:15
G1274,4,1012,12:38,NULL
G1492,1,1028,NULL,10:00
G1492,2,1023,11:02,11:06
G1492,3,1005,12:43,NULL
G2185,1,1023,NULL,06:45
G2185,2,1045,08:12,NULL
G1421,1,1020,NULL,06:42
G1421,2,1023,07:14,07:31
G1421,3,1028,08:28,NULL
G1403,1,1023,NULL,07:53
G1403,2,1028,08:50,NULL
G1496,1,1027,NULL,10:37
G1496,2,1023,12:00,12:07
G1496,3,1005,13:42,NULL
Z288,1,1028,NULL,12:05
Z288,2,1021,15:31,NULL
G1416,1,1021,NULL,07:03
G1416,2,1024,07:56,08:19
G1416,3,1028,09:05,09:07
G1416,4,1027,09:28,NULL
G1456,1,1027,NULL,10:55
G1456,2,1028,11:16,11:18
G1456,3,1023,12:10,NULL
G3184,1,1045,NULL,11:26
G3184,2,1041,12:26,12:29
G3184,3,1031,13:13,13:21
G3184,4,1036,14:00,14:02
G3184,5,1043,14:42,NULL
G1667,1,1005,NULL,06:57
G1667,2,1023,08:35,08:38
G1667,3,1028,09:35,09:37
G1667,4,1027,09:58,NULL
G2035,1,1027,NULL,11:24
G2035,2,1028,11:45,11:47
G2035,3,1029,11:57,11:59
G2035,4,1019,12:45,12:47
G2035,5,1026,13:31,NULL
G322,1,1045,NULL,11:49
G322,2,1041,12:44,12:46
G322,3,1031,13:35,13:43
G322,4,1039,14:33,14:39
G322,5,1012,15:25,NULL
G1611,1,1031,NULL,08:18
